Diseases_id,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Description_id,Precaution_id,Medication_id,Diet_id,Diseases_severity
1224,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,41,14,41,41,3
1225,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,41,14,41,41,3
1226,Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,41,14,41,41,3.75
1227,Impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,41,14,41,41,4.25
1228,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,41,14,41,41,4
1229,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,41,14,41,41,4
1230,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,41,14,41,41,3
1231,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,1,28,1,1,3.5
1232,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,1,28,1,1,3.25
1233,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,1,28,1,1,2.75
1234,Fungal infection,itching,skin_rash,dischromic_patches,,1,28,1,1,2.5
1235,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,1,28,1,1,2
1236,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,1,28,1,1,3.25
1237,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,1,28,1,1,2.75
1238,Fungal infection,itching,skin_rash,dischromic_patches,,1,28,1,1,2.5
1239,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,1,28,1,1,2
1240,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,1,28,1,1,3.5
1241,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,2,3,2,2,4
1242,Allergy,shivering,chills,watering_from_eyes,,2,3,2,2,3
1243,Allergy,continuous_sneezing,chills,watering_from_eyes,,2,3,2,2,2.75
1244,Allergy,continuous_sneezing,shivering,watering_from_eyes,,2,3,2,2,3.25
1245,Allergy,continuous_sneezing,shivering,chills,,2,3,2,2,3
1246,Allergy,shivering,chills,watering_from_eyes,,2,3,2,2,3
1247,Allergy,continuous_sneezing,chills,watering_from_eyes,,2,3,2,2,2.75
1248,Allergy,continuous_sneezing,shivering,watering_from_eyes,,2,3,2,2,3.25
1249,Allergy,continuous_sneezing,shivering,chills,,2,3,2,2,3
1250,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,2,3,2,2,4
1251,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,3,6,3,3,4.25
1252,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,3,6,3,3,4.5
1253,GERD,stomach_pain,acidity,vomiting,cough,3,6,3,3,4.25
1254,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,3,6,3,3,4
1255,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,3,6,3,3,4.25
1256,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,3,6,3,3,4.25
1257,GERD,acidity,ulcers_on_tongue,vomiting,cough,3,6,3,3,4
1258,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,3,6,3,3,4.5
1259,GERD,stomach_pain,acidity,vomiting,cough,3,6,3,3,4.25
1260,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,3,6,3,3,4
1261,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1262,Chronic cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite,4,7,4,4,4.25
1263,Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite,4,7,4,4,3.25
1264,Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite,4,7,4,4,3.75
1265,Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,4,7,4,4,3.25
1266,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1267,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1268,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1269,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1270,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,4,7,4,4,3.5
1271,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,5,1,5,5,3.75
1272,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,5,1,5,5,4.5
1273,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,5,1,5,5,4
1274,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,5,1,5,5,3.75
1275,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,5,1,5,5,3.75
1276,Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,5,1,5,5,5
1277,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,5,1,5,5,4.5
1278,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,5,1,5,5,4
1279,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,5,1,5,5,3.75
1280,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,5,1,5,5,3.75
1281,Peptic ulcer disease,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,6,16,6,6,4.5
1282,Peptic ulcer disease,vomiting,indigestion,abdominal_pain,passage_of_gases,6,16,6,6,4.75
1283,Peptic ulcer disease,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,6,16,6,6,4.5
1284,Peptic ulcer disease,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,6,16,6,6,4.5
1285,Peptic ulcer disease,vomiting,indigestion,abdominal_pain,passage_of_gases,6,16,6,6,4.75
1286,Peptic ulcer disease,vomiting,indigestion,loss_of_appetite,passage_of_gases,6,16,6,6,4.75
1287,Peptic ulcer disease,vomiting,indigestion,loss_of_appetite,abdominal_pain,6,16,6,6,4.5
1288,Peptic ulcer disease,vomiting,indigestion,loss_of_appetite,abdominal_pain,6,16,6,6,4.5
1289,Peptic ulcer disease,vomiting,indigestion,loss_of_appetite,abdominal_pain,6,16,6,6,4.5
1290,Peptic ulcer disease,vomiting,indigestion,loss_of_appetite,abdominal_pain,6,16,6,6,4.5
1291,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,7,24,7,7,5.25
1292,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,7,24,7,7,4.5
1293,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,7,24,7,7,3.75
1294,AIDS,muscle_wasting,patches_in_throat,extra_marital_contacts,,7,24,7,7,3.5
1295,AIDS,muscle_wasting,patches_in_throat,high_fever,,7,24,7,7,4
1296,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,7,24,7,7,5.25
1297,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,7,24,7,7,5.25
1298,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,7,24,7,7,4.5
1299,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,7,24,7,7,3.75
1300,AIDS,muscle_wasting,patches_in_throat,high_fever,,7,24,7,7,4
1301,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1302,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1303,Diabetes,weight_loss,restlessness,lethargy,irregular_sugar_level,8,13,8,8,3.75
1304,Diabetes,fatigue,restlessness,lethargy,irregular_sugar_level,8,13,8,8,4
1305,Diabetes,fatigue,weight_loss,lethargy,irregular_sugar_level,8,13,8,8,3.5
1306,Diabetes,fatigue,weight_loss,restlessness,irregular_sugar_level,8,13,8,8,4.25
1307,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1308,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1309,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1310,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
1311,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
1312,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
1313,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,9,40,9,9,3.25
1314,Gastroenteritis,vomiting,dehydration,diarrhoea,,9,40,9,9,3.75
1315,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,9,40,9,9,3.5
1316,Gastroenteritis,vomiting,sunken_eyes,dehydration,,9,40,9,9,3
1317,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
1318,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,9,40,9,9,3.25
1319,Gastroenteritis,vomiting,dehydration,diarrhoea,,9,40,9,9,3.75
1320,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,9,40,9,9,3.5
1321,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
1322,Bronchial Asthma,cough,high_fever,breathlessness,family_history,10,31,10,10,5
1323,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,10,31,10,10,5
1324,Bronchial Asthma,fatigue,cough,breathlessness,family_history,10,31,10,10,4.25
1325,Bronchial Asthma,fatigue,cough,high_fever,family_history,10,31,10,10,5
1326,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
1327,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
1328,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
1329,Bronchial Asthma,cough,high_fever,breathlessness,family_history,10,31,10,10,5
1330,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,10,31,10,10,5
1331,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
1332,Hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,4.5
1333,Hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,3.5
1334,Hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,11,15,11,11,4.25
1335,Hypertension,headache,chest_pain,dizziness,lack_of_concentration,11,15,11,11,4.25
1336,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
1337,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
1338,Hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,4.5
1339,Hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,3.5
1340,Hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,11,15,11,11,4.25
1341,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1342,Migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,4.25
1343,Migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,3.75
1344,Migraine,acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,4.25
1345,Migraine,acidity,indigestion,headache,excessive_hunger,12,30,12,12,3.75
1346,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1347,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1348,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1349,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1350,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
1351,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
1352,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
1353,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,13,20,13,13,5
1354,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,13,20,13,13,4
1355,Cervical spondylosis,back_pain,weakness_in_limbs,dizziness,loss_of_balance,13,20,13,13,4.5
1356,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,13,20,13,13,4.75
1357,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
1358,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
1359,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,13,20,13,13,5
1360,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,13,20,13,13,4
1361,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
1362,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
1363,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.25
1364,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.75
1365,Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,14,25,14,14,2.5
1366,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,,14,25,14,14,3
1367,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
1368,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.25
1369,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.75
1370,Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,14,25,14,14,2.5
1371,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1372,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1373,Jaundice,vomiting,fatigue,weight_loss,high_fever,15,33,15,15,4.75
1374,Jaundice,itching,fatigue,weight_loss,high_fever,15,33,15,15,3.75
1375,Jaundice,itching,vomiting,weight_loss,high_fever,15,33,15,15,4
1376,Jaundice,itching,vomiting,fatigue,high_fever,15,33,15,15,4.25
1377,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1378,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1379,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1380,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
1381,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1382,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1383,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1384,Malaria,vomiting,high_fever,sweating,headache,16,2,16,16,4.5
1385,Malaria,chills,high_fever,sweating,headache,16,2,16,16,4
1386,Malaria,chills,vomiting,sweating,headache,16,2,16,16,3.5
1387,Malaria,chills,vomiting,high_fever,headache,16,2,16,16,4.5
1388,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1389,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1390,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
1391,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1392,Chicken pox,skin_rash,fatigue,lethargy,high_fever,17,19,17,17,4
1393,Chicken pox,itching,fatigue,lethargy,high_fever,17,19,17,17,3.5
1394,Chicken pox,itching,skin_rash,lethargy,high_fever,17,19,17,17,3.25
1395,Chicken pox,itching,skin_rash,fatigue,high_fever,17,19,17,17,3.75
1396,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1397,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1398,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1399,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1400,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
1401,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1402,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1403,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1404,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1405,Dengue,chills,joint_pain,vomiting,fatigue,18,35,18,18,3.75
1406,Dengue,skin_rash,joint_pain,vomiting,fatigue,18,35,18,18,3.75
1407,Dengue,skin_rash,chills,vomiting,fatigue,18,35,18,18,3.75
1408,Dengue,skin_rash,chills,joint_pain,fatigue,18,35,18,18,3.25
1409,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1410,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
1411,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1412,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1413,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1414,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1415,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1416,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1417,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1418,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1419,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
1420,Typhoid,chills,fatigue,high_fever,headache,19,26,19,19,4.25
1421,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1422,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1423,hepatitis A,vomiting,yellowish_skin,dark_urine,nausea,20,8,20,20,4.25
1424,hepatitis A,joint_pain,yellowish_skin,dark_urine,nausea,20,8,20,20,3.75
1425,hepatitis A,joint_pain,vomiting,dark_urine,nausea,20,8,20,20,4.25
1426,hepatitis A,joint_pain,vomiting,yellowish_skin,nausea,20,8,20,20,4
1427,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1428,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1429,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1430,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
1431,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1432,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1433,Hepatitis B,fatigue,lethargy,yellowish_skin,dark_urine,21,27,21,21,3.25
1434,Hepatitis B,itching,lethargy,yellowish_skin,dark_urine,21,27,21,21,2.5
1435,Hepatitis B,itching,fatigue,yellowish_skin,dark_urine,21,27,21,21,3
1436,Hepatitis B,itching,fatigue,lethargy,dark_urine,21,27,21,21,2.75
1437,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1438,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1439,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1440,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
1441,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1442,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1443,Hepatitis C,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,22,29,22,22,4
1444,Hepatitis C,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,22,29,22,22,4.25
1445,Hepatitis C,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,22,29,22,22,3.75
1446,Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes,22,29,22,22,4
1447,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1448,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1449,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1450,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
1451,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1452,Hepatitis D,vomiting,fatigue,yellowish_skin,dark_urine,23,36,23,23,4
1453,Hepatitis D,joint_pain,fatigue,yellowish_skin,dark_urine,23,36,23,23,3.5
1454,Hepatitis D,joint_pain,vomiting,yellowish_skin,dark_urine,23,36,23,23,3.75
1455,Hepatitis D,joint_pain,vomiting,fatigue,dark_urine,23,36,23,23,4
1456,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1457,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1458,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1459,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1460,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
1461,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1462,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1463,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1464,Hepatitis E,vomiting,fatigue,high_fever,yellowish_skin,24,34,24,24,4.75
1465,Hepatitis E,joint_pain,fatigue,high_fever,yellowish_skin,24,34,24,24,4.25
1466,Hepatitis E,joint_pain,vomiting,high_fever,yellowish_skin,24,34,24,24,4.5
1467,Hepatitis E,joint_pain,vomiting,fatigue,yellowish_skin,24,34,24,24,3.75
1468,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1469,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1470,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
1471,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1472,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1473,Alcoholic hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,25,32,25,25,4.5
1474,Alcoholic hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,25,32,25,25,5
1475,Alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,25,32,25,25,4.75
1476,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,25,32,25,25,4
1477,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1478,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1479,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1480,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
1481,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1482,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1483,Tuberculosis,vomiting,fatigue,weight_loss,cough,26,41,26,26,4
1484,Tuberculosis,chills,fatigue,weight_loss,cough,26,41,26,26,3.5
1485,Tuberculosis,chills,vomiting,weight_loss,cough,26,41,26,26,3.75
1486,Tuberculosis,chills,vomiting,fatigue,cough,26,41,26,26,4
1487,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1488,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1489,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1490,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
1491,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1492,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1493,Common Cold,chills,fatigue,cough,high_fever,27,18,27,27,4.5
1494,Common Cold,continuous_sneezing,fatigue,cough,high_fever,27,18,27,27,4.75
1495,Common Cold,continuous_sneezing,chills,cough,high_fever,27,18,27,27,4.5
1496,Common Cold,continuous_sneezing,chills,fatigue,high_fever,27,18,27,27,4.5
1497,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1498,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1499,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1500,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
1501,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1502,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1503,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1504,Pneumonia,fatigue,cough,high_fever,breathlessness,28,38,28,28,4.75
1505,Pneumonia,chills,cough,high_fever,breathlessness,28,38,28,28,4.5
1506,Pneumonia,chills,fatigue,high_fever,breathlessness,28,38,28,28,4.5
1507,Pneumonia,chills,fatigue,cough,breathlessness,28,38,28,28,3.75
1508,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1509,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1510,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
1511,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1512,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1513,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1514,Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,29,17,29,29,5.5
1515,Dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,29,17,29,29,5.25
1516,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,29,17,29,29,5
1517,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,29,17,29,29,5.25
1518,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1519,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1520,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
1521,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
1522,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
1523,Heart attack,breathlessness,sweating,chest_pain,,30,37,30,30,3.5
1524,Heart attack,vomiting,sweating,chest_pain,,30,37,30,30,3.75
1525,Heart attack,vomiting,breathlessness,chest_pain,,30,37,30,30,4
1526,Heart attack,vomiting,breathlessness,sweating,,30,37,30,30,3
1527,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
1528,Heart attack,breathlessness,sweating,chest_pain,,30,37,30,30,3.5
1529,Heart attack,vomiting,sweating,chest_pain,,30,37,30,30,3.75
1530,Heart attack,vomiting,breathlessness,chest_pain,,30,37,30,30,4
1531,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
